,problem,f_val_opt,f_evals,comp_budget,success_crit_x,success_crit_f,6,7,8,9,10,11,12,13,14,15
0,Rastrigin Function,57.71229652703919,500,500,4.974691392243459,56.71229652703919,0.9949586352295222,0.994958636320725,-4.974691392243459,-2.2211164986748116e-09,-1.9899122349656102,0.9949586356464809,-1.9899122323648293,3.9797838650809867,1.9899122310328372,-0.994958636896963
1,Rastrigin Function,63.682066211407175,500,500,4.974691332102557,62.682066211407175,-0.9949586734506163,-2.984855649915312,1.9899120701435193,-0.9949586719887116,-8.847890970105687e-08,-0.9949587891006807,1.9899123455348096,2.984855680547817,2.984855667498319,-4.974691332102557
2,Rastrigin Function,71.64172914582511,500,500,3.9797838626926607,70.64172914582511,0.9949586342707972,2.9848557122409876,3.9797838626926607,3.9797838617825683,-2.984855700528036,-0.994958631895474,3.979783862415701,0.9949586411124135,-0.9949586342826795,-0.9949586418679206
3,Rastrigin Function,61.69222962028552,500,500,3.9797838872099733,60.69222962028552,0.9949586397630116,-2.9848557077810405,3.9797838872099733,3.9797838522477473,-2.984855721062619,1.9899122314923556,1.9899122347565525,0.9949586438030509,-8.780051351781288e-09,-0.994958660418449
4,Rastrigin Function,46.76792468829138,500,500,3.9797835949083535,45.76792468829138,0.9949584717098287,-2.984855974660876,3.9797835949083535,0.9949586941714756,3.386172327312108e-07,-2.984855492740417,9.0748102164161e-08,0.9949589607549312,-1.4437530035495289e-08,-2.9848556506648674
5,Rastrigin Function,41.793174834095495,500,500,3.9797837419946047,40.793174834095495,-0.9949584926816566,1.9899126501023847,-7.373801814085754e-08,0.9949590821991358,-0.9949584196095311,1.9899121410380243,2.98485570109019,1.9899125171045595,0.9949587603884891,3.9797837419946047
6,Rastrigin Function,32.838614168823355,500,500,2.9848557035764003,31.838614168823355,-0.9949586372069492,-1.9899122333329764,1.9899122324382101,-5.796801543882739e-09,3.094553145272731e-08,-1.4437508089093071e-09,-1.989912203389757,-2.9848557035764003,0.9949586609390264,-2.9848556961273784
7,Rastrigin Function,36.81844535937718,500,500,2.98485569969541,35.81844535937718,1.989912229070413,-1.9899122202661355,0.9949586544770935,0.9949586345213297,-1.9899122476650584,-8.667463529004352e-09,-2.98485569969541,-2.0231646240494033e-09,2.9848556888440534,1.9899122481602802
8,Rastrigin Function,53.732445140001175,500,500,4.974691428839363,52.732445140001175,-4.974691428839363,-3.221679045204616e-07,-6.094910254729324e-07,2.9848554441894373,-2.452007317142453e-07,-0.9949579722888803,-1.891478567345919e-07,-0.9949584025401702,0.9949586144136823,3.9797837002572054
9,Rastrigin Function,73.63160631325763,500,500,4.974691388694254,72.63160631325763,2.9848557246044978,2.9848557082023377,4.974691388694254,2.984855689678545,-0.994958636540003,0.9949586391735601,2.984855691053556,-0.9949586182635972,3.288270241337084e-08,2.9848557106839424
10,Rastrigin Function,33.83351245294402,500,500,3.979783840074479,32.83351245294402,-1.7714010255979725e-07,1.9899124160933286,0.9949586266909182,0.9949586104361225,-0.9949583057901956,-2.9848553989274014,-3.979783840074479,-0.9949585334179274,-2.573134027566593e-07,1.1804787821798182e-09
11,Rastrigin Function,52.737689151839064,500,500,3.979783856327602,51.737689151839064,2.98485568943662,2.9848557200235115,2.7677311098996817e-09,-1.9899122222214474,-1.989912197309859,-0.9949586235457404,-1.9899122445431119,3.979783856327602,0.9949586435186799,-1.9899122565836536
12,Rastrigin Function,65.6719792878375,500,500,4.974691665966564,64.6719792878375,-2.9848557488847707,-2.984855778013353,-3.4979666202424164e-07,1.9899120615543415,2.984855710572265,0.9949584892056944,-1.9899123309680538,-3.450231644182666e-07,1.989912127951082,4.974691665966564
13,Rastrigin Function,75.62155529856011,500,500,3.9797838687448652,74.62155529856011,2.984855701791669,3.979783867524576,3.979783861550014,2.984855696631554,-4.0242764291478246e-09,-1.9899122324815686,3.9797838687448652,4.150541042545735e-10,-0.9949586387492354,-1.989912230674293
