,problem,f_val_opt,f_evals,comp_budget,success_crit_x,success_crit_f,6,7,8,9,10,11,12,13,14,15
0,Rastrigin Function,95.5205945029336,500,500,4.97469378218017,94.5205945029336,2.9848656418387858,-1.989911378997141,-4.97469378218017,2.9848599284909776,0.9949576249995642,-2.984847969993139,2.984856520141938,-1.9899227464133542,3.979790000367883,2.9848376237109706
1,Rastrigin Function,101.49023729177662,500,500,4.974692300044218,100.49023729177662,3.97978351428163,3.979784947963323,1.9899138899743065,4.974692300044218,3.9797846394816285,0.9949591881754507,-2.9848562872720774,1.9899111517272334,-0.9949588862845968,2.9848548957477066
2,Rastrigin Function,79.60132537101448,500,500,4.974673331906817,78.60132537101448,-4.974673331906817,1.9899024992713543,1.98990590421243,-1.6071835190863259e-06,-2.984842677262458,3.979797082548931,2.9848552388110363,-1.9899175267848572,1.9899215743636764,-1.9899237810788368
3,Rastrigin Function,73.63145879643913,500,500,4.974691327370088,72.63145879643913,-4.974691327370088,2.98485568325322,-1.0675340632243232e-07,0.9949587451898917,1.989912192729661,1.9899123223631585,1.9899122518023615,-0.9949586988633652,4.97469116828425,-7.176052568880576e-08
4,Rastrigin Function,36.8184302004838,500,500,2.9848557423801836,35.8184302004838,-0.9949586353221422,0.9949585770915903,-1.9899122274172674,2.9848557423801836,2.984855705020017,-0.9949586609047273,-0.9949586070710306,0.9949586100759968,-3.795078561498822e-08,2.984855655520511
5,Rastrigin Function,52.73767399294944,500,500,3.9797838900614457,51.73767399294944,-0.9949587866177889,1.9899122648225807,3.9797838900614457,0.9949586578597509,2.984855652168598,-0.994958595302772,0.9949585951757716,2.9848557346755644,2.984855697303241,0.9949586565974187
6,Rastrigin Function,60.697209237061934,500,500,4.974691557313641,59.697209237061934,-2.584642855223971e-07,1.9899121280881489,1.9899122671754894,-1.9899123516761839,-0.9949583698737658,1.5387879821304777e-07,-2.984854840807896,4.974691557313641,1.9899117708253784,-2.9848558554034277
7,Rastrigin Function,43.78314868339611,500,500,2.9848557571518013,42.78314868339611,-1.9899122920557164,-1.9899122145780628,1.989912247259471,-1.989912319500378,0.9949586937303225,1.9899122296720397,-2.9848557571518013,2.8520372316498744e-08,-1.9899121942677638,2.9848556618805553
8,Rastrigin Function,49.7528170183786,500,500,3.9797838473686014,48.7528170183786,-2.984855688756948,1.989912240107043,0.994958657112886,2.9848557033676615,-0.9949586668325627,-1.4464894766807542e-08,-1.9899122247814756,-0.9949586877605997,-3.9797838473686014,-1.989912247260825
9,Rastrigin Function,93.53053377943593,500,500,4.974691389908439,92.53053377943593,3.979783863650923,1.9899122342862063,1.9899122340848723,4.974691387853502,4.974691389908439,-0.9949586386110197,1.9899122315016309,1.989912231863838,2.9848557021231037,0.9949586382020867
10,Rastrigin Function,59.702372279141926,500,500,3.9797837932409568,58.702372279141926,2.984855664263017,-1.9899122332306225,3.9797837932409568,-1.989912298175934,-3.7519686118507884e-08,1.9899122201053376,-2.984855677143733,2.9848557067145878,-7.512183577676057e-09,-1.989912288460274
11,Rastrigin Function,98.50530383308806,500,500,4.9746932927306045,97.50530383308806,-1.9899135219134143,-4.9746932927306045,0.994957573934922,-2.9848566675887147,3.979782292734259,4.974691689149556,-1.9899130362430397,2.9848539410943173,1.9899124646696729,-0.9949583018865867
12,Rastrigin Function,79.60132516293837,500,500,4.974691177525709,78.60132516293837,1.9899119088646084,1.989912147403239,-4.42403206054616e-07,2.9848560128038493,1.9899120927639982,-4.974691177525709,1.989912362847748,1.989912456358707,3.97978398394285,-2.9848550615036107
13,Rastrigin Function,80.59630969986395,500,500,4.974698023440356,79.59630969986395,-1.9899205532670057,1.9899133593498828,2.984854705645383,0.9949625693315853,-2.9848479940496,-0.9949678076608652,4.974698023440356,2.984858830376611,-2.9848540316875973,-2.984850250082835
14,Rastrigin Function,103.47989100885515,500,500,4.974691396433794,102.47989100885515,0.994958641305544,-5.519042732139625e-09,0.9949586358924736,0.994958642616671,2.984855704759571,-1.1026552830049595e-09,4.974691388682608,3.979783849968242,-4.97469138622235,4.974691396433794
15,Rastrigin Function,37.813404416470654,500,500,2.9848557187647025,36.813404416470654,2.9848556901114547,0.9949586182819947,1.9899122192629846,1.9899122491897887,-1.9899122305459027,-2.9848557187647025,-1.9899122347205114,0.9949586137239494,-6.184221863014141e-10,0.9949586517628461
