,problem,f_val_opt,f_evals,comp_budget,success_crit_x,success_crit_f,6,7
0,Easom,-1.0,500,500,4.443597489967033e-09,0.0,3.1415926491461956,3.1415926572377897
1,Easom,-1.0,500,500,2.7395588020340256e-09,0.0,3.141592656329352,3.1415926508658347
2,Easom,-8.110223891570072e-05,500,500,1.8365972042989611,0.9999188977610843,1.304995450681611,4.978189857888754
3,Easom,-1.0,500,500,3.842536955289688e-09,0.0,3.141592651507292,3.141592649747256
4,Easom,-1.0,500,500,2.8239446336897345e-09,0.0,3.1415926507658485,3.1415926510918295
5,Easom,-1.0,500,500,5.565422789288732e-09,0.0,3.141592650960796,3.141592659155216
6,Easom,-1.0,500,500,3.995328956563071e-09,0.0,3.141592649594464,3.1415926558596636
7,Easom,-1.0,500,500,6.358491511093689e-09,0.0,3.1415926599482846,3.1415926563105048
8,Easom,-1.0,500,500,4.286732302460905e-09,0.0,3.141592650510011,3.141592649303061
9,Easom,-1.0,500,500,5.155032400949722e-09,0.0,3.1415926519005035,3.1415926484347607
10,Easom,-1.0,500,500,5.343371078936343e-09,0.0,3.141592648246422,3.14159265103675
11,Easom,-1.0,500,500,4.879806780877516e-09,0.0,3.1415926508617957,3.1415926487099863
12,Easom,-1.0,500,500,2.1587167609027347e-09,0.0,3.1415926514310764,3.141592651993083
13,Easom,-8.743100451953812e-12,500,500,4.81584231606026,0.9999999999912569,3.141592671702981,7.957434969650053
14,Easom,-1.0,500,500,3.739544673919681e-09,0.0,3.1415926498502484,3.141592651904788
15,Easom,-1.0,500,500,4.7265449332201115e-09,0.0,3.141592658316338,3.1415926536252243
16,Easom,-1.0,500,500,3.472436560514325e-09,0.0,3.1415926501173566,3.1415926511399648
17,Easom,-1.0,500,500,5.069386688205668e-09,0.0,3.141592652642516,3.1415926485204064
18,Easom,-1.0,500,500,4.8890309578553115e-09,0.0,3.1415926559205833,3.141592658478824
19,Easom,-1.0,500,500,2.297435575115969e-09,0.0,3.1415926558872287,3.1415926524087374
20,Easom,-1.0,500,500,4.5091494982330005e-09,0.0,3.141592649619107,3.1415926580989426
21,Easom,-1.0,500,500,2.432380519223898e-09,0.0,3.1415926560221736,3.1415926531665894
22,Easom,-1.0,500,500,5.528867141890714e-09,0.0,3.141592648060926,3.1415926544403128
23,Easom,-1.0,500,500,5.683455039928731e-09,0.0,3.1415926522708304,3.141592647906338
24,Easom,-8.110223891570063e-05,500,500,1.8365972088816482,0.9999188977610843,4.978189862471441,4.978189857739296
25,Easom,-1.0,500,500,6.9753776088532504e-09,0.0,3.1415926605651707,3.1415926540121144
26,Easom,-1.0,500,500,2.5325981312107615e-09,0.0,3.141592651057195,3.1415926553547644
27,Easom,-1.0,500,500,4.33019753387498e-09,0.0,3.1415926579199906,3.14159265604545
28,Easom,-1.0,500,500,3.8304159843960406e-09,0.0,3.1415926503565585,3.141592657420209
29,Easom,-1.0,500,500,5.068187647339073e-09,0.0,3.1415926485216055,3.14159265804611
30,Easom,-1.0,500,500,3.1266438327293145e-09,0.0,3.141592656716437,3.1415926560187426
31,Easom,-1.0,500,500,2.911847207798246e-09,0.0,3.1415926565016403,3.1415926564093883
32,Easom,-1.0,500,500,4.2512215969736644e-09,0.0,3.1415926493385715,3.1415926552072726
33,Easom,-1.0,500,500,5.308019357386229e-09,0.0,3.1415926482817738,3.1415926581127023
34,Easom,-1.0,500,500,2.203821125590366e-09,0.0,3.141592655564506,3.1415926557936142
35,Easom,-8.743100451953815e-12,500,500,4.815842318253045,0.9999999999912569,7.957434971842838,3.141592647087848
36,Easom,-1.0,500,500,5.122845259108999e-09,0.0,3.141592648629385,3.1415926587126384
37,Easom,-1.0,500,500,2.8881119717993897e-09,0.0,3.1415926554842173,3.141592650701681
38,Easom,-1.0,500,500,5.715993012245235e-09,0.0,3.1415926544410775,3.1415926478738
39,Easom,-1.0,500,500,6.027907062389204e-09,0.0,3.141592647561886,3.141592650874549
40,Easom,-1.0,500,500,4.78107642365444e-09,0.0,3.1415926583708695,3.141592658032418
41,Easom,-1.0,500,500,5.3200928107344225e-09,0.0,3.141592658052142,3.1415926482697003
42,Easom,-1.0,500,500,4.771830930394572e-09,0.0,3.141592648817962,3.1415926578439475
43,Easom,-1.0,500,500,4.8003476749158835e-09,0.0,3.141592658390141,3.1415926522245976
44,Easom,-1.0,500,500,3.1646889553371693e-09,0.0,3.1415926521689466,3.141592650425104
45,Easom,-1.0,500,500,4.441402801091954e-09,0.0,3.1415926491483903,3.141592650039466
46,Easom,-1.0,500,500,5.9144404929156735e-09,0.0,3.1415926476753526,3.1415926578086757
47,Easom,-1.0,500,500,6.1381593141618396e-09,0.0,3.141592650282659,3.1415926597279524
48,Easom,-1.0,500,500,5.789547952161911e-09,0.0,3.141592659379341,3.141592652022867
49,Easom,-1.0,500,500,4.826320676443174e-09,0.0,3.14159265069397,3.141592658416114
50,Easom,-1.0,500,500,3.6502720845987824e-09,0.0,3.14159265120262,3.141592657240065
51,Easom,-8.110223891570078e-05,500,500,1.8365972059136009,0.9999188977610843,1.3049954476761922,1.3049954528599794
52,Easom,-1.0,500,500,3.89412768697639e-09,0.0,3.1415926496956654,3.1415926504543368
53,Easom,-1.0,500,500,3.313749719069392e-09,0.0,3.1415926546505806,3.141592656903543
54,Easom,-1.0,500,500,5.936358959957033e-09,0.0,3.141592659526152,3.141592655492496
55,Easom,-1.0,500,500,4.046878387953257e-09,0.0,3.1415926510580325,3.1415926576366715
56,Easom,-1.0,500,500,2.9127016354379975e-09,0.0,3.1415926565024948,3.1415926550930227
