,problem,f_val_opt,f_evals,comp_budget,success_crit_x,success_crit_f,6,7
0,Easom,-8.110223891570071e-05,66,500,1.8365972059533062,0.9999188977610843,4.978189859543099,1.3049954516580877
1,Easom,-1.0,234,500,5.621781262732384e-09,0.0,3.1415926540620203,3.1415926592115744
2,Easom,-8.110223891570063e-05,54,500,1.8365972018153798,0.9999188977610843,4.978189855405173,4.97818985257666
3,Easom,-1.0,144,500,3.1151703439036282e-09,0.0,3.1415926504746228,3.1415926558353835
4,Easom,-1.0,124,500,2.702223333983511e-09,0.0,3.141592653336472,3.1415926562920164
5,Easom,-8.110223891570074e-05,147,500,1.8365972057144528,0.9999188977610843,1.3049954507879922,4.978189859304246
6,Easom,-1.0,43,500,4.101961437186219e-09,0.0,3.1415926524470543,3.1415926494878317
7,Easom,-1.0,41,500,5.50109824359879e-09,0.0,3.141592650905684,3.1415926590908914
8,Easom,-8.743100451953814e-12,253,500,4.815842317007241,0.9999999999912569,3.1415926428602745,7.957434970597034
9,Easom,-1.0,65,500,3.860660235943669e-09,0.0,3.141592649729133,3.141592650379293
10,Easom,-1.0,108,500,6.413019004725129e-09,0.0,3.141592647176774,3.1415926543839348
11,Easom,-8.110223891570076e-05,42,500,1.8365972024731763,0.9999188977610843,1.3049954511166169,1.3049954560771915
12,Easom,-8.11022389157007e-05,54,500,1.8365972080104882,0.9999188977610843,4.978189861600281,1.3049954459070272
13,Easom,-1.0,501,500,6.3291976104551395e-09,0.0,3.1415926472605955,3.1415926566964294
14,Easom,-1.0,46,500,1.920193781757007e-09,0.0,3.141592655477595,3.1415926516695993
15,Easom,-0.0,500,500,96.67811465672374,1.0,-93.53652200313394,82.28189614615897
16,Easom,-1.0,34,500,2.520101016756371e-09,0.0,3.1415926561065572,3.141592656109894
17,Easom,-8.110223891570072e-05,90,500,1.8365972059625626,0.9999188977610843,1.3049954476272305,4.978189859219353
18,Easom,-1.0,35,500,4.910514661560228e-09,0.0,3.1415926585003078,3.1415926551814053
19,Easom,-8.110223891570063e-05,37,500,1.8365972050717705,0.9999188977610843,4.978189858661564,4.978189854391356
20,Easom,-8.74310045195381e-12,98,500,4.815842320942505,0.9999999999912569,7.9574349745322985,3.1415926589353163
21,Easom,-8.743100451953865e-12,43,500,4.815842319913955,0.9999999999912569,3.1415926338004705,-1.6742496663241622
22,Easom,-1.0,74,500,5.238390166084628e-09,0.0,3.1415926487799677,3.141592648351403
23,Easom,-1.0,68,500,4.334414605011716e-09,0.0,3.141592657534913,3.1415926579242077
24,Easom,-1.0,40,500,2.8522206818593077e-09,0.0,3.1415926563075387,3.1415926507375724
25,Easom,-1.0,56,500,5.731842556144784e-09,0.0,3.1415926543428716,3.1415926593216357
26,Easom,-8.743100451953814e-12,42,500,4.815842319840544,0.9999999999912569,3.141592657597431,7.957434973430337
27,Easom,-8.110223891570074e-05,52,500,1.8365972029842181,0.9999188977610843,4.978189854464848,1.304995450605575
28,Easom,-1.0,81,500,4.309209877817466e-09,0.0,3.1415926492805832,3.1415926544312134
29,Easom,-8.110223891570072e-05,86,500,1.836597201941042,0.9999188977610843,4.978189855530835,1.3049954534201569
30,Easom,-1.0,507,500,6.330028057277559e-09,0.0,3.141592647259765,3.1415926573073456
31,Easom,-1.0,31,500,3.1006797129862207e-09,0.0,3.141592655053892,3.141592656690473
32,Easom,-1.0,500,500,2.641174390305423e-09,0.0,3.1415926521707904,3.1415926509486187
33,Easom,-1.0,36,500,4.723606394918534e-09,0.0,3.141592652424962,3.1415926488661867
34,Easom,-1.0,42,500,5.5309454793928126e-09,0.0,3.141592653305011,3.1415926480588476
35,Easom,-1.0,61,500,3.4503635504279373e-09,0.0,3.1415926514916963,3.1415926570401567
36,Easom,-8.110223891570072e-05,98,500,1.8365972047683865,0.9999188977610843,1.3049954514703435,4.97818985835818
37,Easom,-8.110223891570071e-05,34,500,1.836597201792582,0.9999188977610843,1.3049954524700884,4.978189855382375
38,Easom,-1.0,42,500,3.310900886788204e-09,0.0,3.1415926521207824,3.1415926502788922
39,Easom,-1.0,75,500,4.528591723840236e-09,0.0,3.141592649713156,3.141592658118385
40,Easom,-1.0,139,500,5.441933126348886e-09,0.0,3.14159264814786,3.1415926574481334
41,Easom,-1.0,286,500,6.706233346420731e-09,0.0,3.1415926468835598,3.141592654058278
42,Easom,-1.0,235,500,1.8064012508034466e-09,0.0,3.141592652192016,3.1415926553961944
43,Easom,-8.110223891570071e-05,212,500,1.836597204408512,0.9999188977610843,1.3049954491812812,4.978189853792517
44,Easom,-1.0,39,500,6.2610872042512256e-09,0.0,3.1415926598508803,3.1415926512447676
45,Easom,-8.743100451953814e-12,61,500,4.815842318063389,0.9999999999912569,3.1415926432414523,7.957434971653182
46,Easom,-8.110223891570071e-05,107,500,1.8365972053727069,0.9999188977610843,1.3049954482170862,4.978189855976046
47,Easom,-1.0,37,500,4.418331922551033e-09,0.0,3.141592650316875,3.141592649171461
48,Easom,-8.110223891570072e-05,50,500,1.8365972040504244,0.9999188977610843,4.978189856491678,1.3049954495393687
49,Easom,-1.0,36,500,3.99500788006435e-09,0.0,3.141592650990423,3.141592657584801
50,Easom,-8.74310045195386e-12,32,500,4.815842313090791,0.9999999999912569,3.1415926779763406,-1.674249659500998
51,Easom,-8.743100451953814e-12,63,500,4.815842317045318,0.9999999999912569,3.1415926506557224,7.957434970635111
52,Easom,-1.0,56,500,4.3636818602976746e-09,0.0,3.141592657953475,3.141592652010454
53,Easom,-1.0,106,500,6.098963112322053e-09,0.0,3.14159265241995,3.14159264749083
