,problem,f_val_opt,f_evals,comp_budget,success_crit_x,success_crit_f,6,7,8,9,10,11,12,13,14,15
0,Ackley Function,2.46222887203551e-05,500,500,1.1276061657355615e-05,2.4622288719911012e-05,6.892025645282161e-06,1.1276061657355615e-05,3.937398354178596e-06,-6.4539689954088e-06,-5.293044977009328e-06,6.571259707086703e-06,-6.9766076005757985e-06,2.1537396163898905e-06,2.986277833342719e-06,-3.6898380684379883e-06
1,Ackley Function,19.137011237790976,500,500,30.996835004879415,19.137011237790976,-10.998871922004483,5.9993907496600745,30.996835004879415,-22.997641681141854,15.998332647343647,-8.999068434637689,6.999287494341126,16.99827082801118,-1.9998054233030702,-11.998757629582936
2,Ackley Function,19.0724893269682,500,500,27.996847291175683,19.0724893269682,-27.996847291175683,20.997635533562125,-11.998648953453387,11.998649102462249,-6.999211743153312,8.998986781643417,-10.998761616644614,12.998536437542096,18.997860890871493,7.99909893209176
3,Ackley Function,19.12257494886898,500,500,29.996861179524387,19.12257494886898,29.996861179524387,0.9998931496124441,-10.998849269524966,14.998430899892943,12.998640956656539,26.997176124118976,6.999270107144957,4.999477069736171,14.998426215052856,-1.870472253416294e-06
4,Ackley Function,18.472154646429324,500,500,26.99401799242935,18.472154646429324,10.997563357080534,-10.997563376759437,-4.998892449282075,-4.998892470356735,-9.813746723470556e-09,21.995126132173837,8.998006396330364,7.998227924672718,26.99401799242935,-1.9995569874133445
5,Ackley Function,19.612209751333122,500,500,28.998936822836125,19.612209751333122,12.99952341593831,23.99912015073673,-28.998936822836125,-16.999376766307698,23.999120136218565,8.999670063423562,3.9998533425237044,26.999010169175115,12.999523421347057,20.999230106810643
6,Ackley Function,18.851249328318964,500,500,25.99610212072887,18.851249328318964,0.9998501192406883,-15.99760146435415,17.997301585348527,18.997151661094016,14.997751382145108,-25.99610212072887,6.998950689465833,-6.998950667736608,5.999100586496899,7.998800739816753
7,Ackley Function,19.252083298165054,500,500,28.997539426331933,19.252083298165054,0.9999151925103673,15.998642476397574,13.998812162950006,28.997539426331933,-13.99881218985584,9.999151619369712,19.99830313113773,20.99821818250765,-12.998896994662573,-9.999151505889605
8,Ackley Function,19.43706828886631,500,500,30.9981777766679,19.43706828886631,-19.998824419249555,30.9981777766679,-1.9998824159211774,-2.744600937875868e-07,-0.9999414020480255,21.998707074890085,5.999647198507791,13.999177343753125,22.99864810347122,-23.99858913776263
9,Ackley Function,17.95783853928748,500,500,28.990314634996565,17.95783853928748,2.3027260144617663e-08,7.997329707348642,6.99766344361428,-6.997663514327205,7.997329752506138,28.990314634996565,3.9986649258037605,12.995660427289742,6.997663552794133,-0.9996662712702611
10,Ackley Function,2.993973933218541e-06,500,500,1.09759930086134e-06,2.993973932774452e-06,-9.716436144721783e-07,-1.1734731949942375e-07,-1.0627232642729605e-06,-5.248835835943741e-07,6.795062398282033e-07,-5.882481114819565e-07,9.461401374203805e-07,-1.09759930086134e-06,2.4242170169955885e-07,5.226182413837443e-07
11,Ackley Function,18.189557797885584,500,500,24.99297140930023,18.189557797885584,1.3509743201257493e-07,-4.998594705313471,-8.997470545546376,24.99297140930023,8.997470406783396,-2.999156994522718,-5.998313796800726,-0.9997189110689313,-23.99325309151981,2.999156798513657
12,Ackley Function,19.06581330938533,500,500,31.99630831397895,19.06581330938533,-3.999399124090248,-31.99630831397895,-5.999170477802071,-7.999153236603627,4.999287173733617,20.997688132283045,-4.9994547070842685,21.99729328173823,-5.999482948914056,13.998597403696644
13,Ackley Function,18.198571710024694,500,500,31.99106420482942,18.198571710024694,-0.9997169913039754,-5.998322907752879,12.996368758096736,1.999449146336452,4.998611543826053,2.999171851338354,31.99106420482942,5.998337116309832,8.997473080644475,-7.997762379918742
14,Ackley Function,1.6374495331650252e-05,500,500,8.043747148972525e-06,1.6374495331206163e-05,-5.7897544839076316e-06,5.592341260808325e-06,8.043747148972525e-06,2.3424206827359743e-06,7.558564307903385e-07,-1.2847294017685308e-07,-2.795306334626395e-06,1.1568773042023118e-06,2.5624403822754902e-06,4.033475938752534e-06
15,Ackley Function,18.76152896035148,500,500,27.995352988689106,18.76152896035148,-4.999167406975863,-12.997839111743529,8.998507027403736,-27.995352988689106,-15.997341073189343,-11.998010733855207,0.9998312741822168,-14.997508597725915,4.999171872140462,14.997507823326165
16,Ackley Function,5.364240827976374e-06,500,500,2.4773505686354577e-06,5.364240827532285e-06,9.118384072578851e-07,-1.2725374050745535e-06,-1.0488036720836235e-07,2.0882723066764313e-06,2.4773505686354577e-06,-3.9898085427634086e-07,1.284566947018799e-06,-1.5231751614079976e-06,-6.262577536450454e-07,7.087140318214372e-07
17,Ackley Function,18.794750531320393,500,500,25.995840374161418,18.794750531320393,-3.9993599794800505,21.996480347475252,-7.99872031851629,11.998080349901707,21.99648038694474,25.995840374161418,-4.999200164851551,3.999360213251877,6.740952372330648e-08,-7.998720432082984
18,Ackley Function,19.793897425682633,500,500,31.9994635563386,19.793897425682633,29.999542070685603,4.999888962240485,30.99960815312693,30.99957818039337,31.9994635563386,-7.999998771005336,-1.9998750161077758,8.999800935273615,26.999632344787077,21.99959847181735
19,Ackley Function,18.92361837214765,500,500,23.996703642752145,18.92361837214765,-1.999725369633046,23.996703642752145,-11.998351977313494,-13.998077494367958,15.997802441860594,-3.999451002763914,17.997528030190317,-12.998214819584469,-14.997939755928352,-14.997939791431236
