,problem,f_val_opt,f_evals,comp_budget,success_crit_x,success_crit_f,6,7,8,9,10,11,12,13,14,15
0,Griewank Function,1.000000000919306,500,500,8.016704338156063e-05,9.193059646861457e-10,-3.5813060325004218e-06,2.4684626312849486e-05,3.154667726554868e-05,1.1930551027015048e-05,2.9886204980462842e-05,8.957569063538617e-07,-3.3026888004944442e-06,-2.5991829342784557e-05,-3.503815839852449e-05,8.016704338156063e-05
1,Griewank Function,1.000000004734856,500,500,0.00017316307538567274,4.734856062782455e-09,4.9250310056595976e-05,2.1052733959381926e-05,6.244698877356109e-06,-5.890439034552212e-05,9.57862275539823e-06,5.237240300872316e-05,-1.9927520566398684e-05,6.486443266612069e-05,-0.00010931936047315824,-0.00017316307538567274
2,Griewank Function,1.0000000010504826,503,500,5.135313923372314e-05,1.0504825898038916e-09,-2.5717078244909593e-05,-8.405780468026383e-06,1.5632912798454053e-05,5.135313923372314e-05,-2.5909614590760868e-06,-4.0787317675470254e-05,2.941737561942976e-06,-3.677918198655806e-05,-2.3461254025034522e-05,2.7214454614297563e-05
3,Griewank Function,1.1456186945247002,502,500,4.355667345421917,0.14561869452470022,-3.110423928430873,-4.355667345421917,9.8384284988628e-07,-2.9356868726967887e-06,4.510001502138486e-06,4.0404265223346006e-07,2.4245517148236832e-06,1.952405974490437e-06,9.596688144581761e-06,4.252829898650602e-06
4,Griewank Function,1.000000002939982,505,500,8.428070771535409e-05,2.939982035599087e-09,1.8169792595806446e-05,-3.7471601513986956e-05,-8.428070771535409e-05,3.772599322410983e-05,-3.980162981220977e-05,9.555873059862899e-06,-7.405139660961815e-05,-7.295676772794014e-05,2.9320360757708222e-05,1.0400399757434873e-05
5,Griewank Function,1.0000000126161126,501,500,0.00024405680489641111,1.2616112599062035e-08,-2.1537127939596472e-05,-7.891958219329543e-07,-1.6212292732799575e-05,0.00016005770632077104,0.0001351009828386891,1.4625553927021093e-05,0.00019019603772095478,0.00024405680489641111,4.199033081212739e-05,-5.7003212972364214e-05
6,Griewank Function,1.0000000006103953,500,500,3.9245702518776206e-05,6.103952898683929e-10,1.3436548181356497e-05,-1.1477225419443547e-05,1.5554113588775722e-06,3.601285541102981e-05,3.419723921751439e-05,7.45025057988177e-06,3.9245702518776206e-05,-2.795301503751198e-05,-1.5022321431407518e-05,-9.337372340610962e-06
7,Griewank Function,1.0000002173779543,501,500,0.0008629375315037965,2.1737795430354367e-07,0.00023558971902642393,-2.8702940588095336e-05,0.0001476282293589401,0.0005291557430549625,7.900074785772819e-06,-0.0008629375315037965,0.0008290793841701789,0.0004769140372793021,-7.614381127109813e-05,-0.0005217699419961507
8,Griewank Function,1.0000000003751164,502,500,3.7694600120495956e-05,3.7511638240061984e-10,-9.408187796325029e-06,-5.383810825327217e-06,1.5625905385936802e-05,-3.6995205361351385e-05,2.1707032661133517e-07,5.824356429019909e-07,9.581843137107807e-06,-4.290360717933816e-07,3.7694600120495956e-05,-1.3537313522805448e-05
9,Griewank Function,1.0000000000359741,503,500,1.2666153745404205e-05,3.59741125777191e-11,2.1104179250799504e-07,-6.358314188975904e-07,-4.2042118512415927e-07,1.01121887073827e-06,7.591318792375211e-06,2.681927606251928e-06,1.155980804395538e-05,-1.2666153745404205e-05,3.3805769599377182e-06,-1.1492827601536148e-05
